content,score
"pesanan yg salah alamat tidak bisa di batalkan... dan tetap maksa di kirim... pelayanan tidak maksimal... marketplace yg seenak nya sendiri tidak mengedepankan konsumen,. yaa Blibli...",1
"PAKET ANDA HILANG ATAU DIRUGIKAN , SIAP SIAP ANDA TIDAK DAPAT MELAPOR DAN TIDAK ADA AKSES UNTUK MENGEMBALIKAN HAK ANDA KEMBALI!",1
Mantap👍🙂,5
aplikasi tidak dipercaya. banyak sekali toko2 penipuan di dalamnya,1
mudah pamai app nya,5
oksss,5
apknya ok banget,5
e-commerce yg sangat busuk karena sangat susah untuk akses dan login nya 👎👎👎 semakin maju teknologi bukannya semakin mudah malah ini semakin susah aksesnya,1
Makasih promonya 😍,5
bagus,5
mudah digunakan. harga kompetitif. voucher discount dan gratis ongkir.,5
min kenapa saya lakukan refund tapi dana saya belum di kembalikan,2
ribet login nya banyak amat persyaratanya sampai gagal terus terpaksa saya unistal,1
terimakasih dipermudah dgn Bli Bli,5
memudahkan segala keperluan,5
aplikasi tidak berguna. mahal pajaknya besar pengiriman lambat seller no respon CSnya juga gak profesional proses refund lambat dana refund menjadi voucher sangat tidak dianjurkan untuk pakai aplikasi ini.,1
KURIR BLI BLI EXPRESS NYA LAMAA BUAT MENGIRIM DI APLIKASI SEDANG DALAM PENGIRIMAN TERUS KURIRNYA GABISA NGELANJUTIN PENGIRIMAN NYA HASILNYA BESOKNYA JUGA SAMA SAJA TOLONG DONG KALO KASIH INFO SAMA MENGIRIM BARANG SESUAI SAMA YG DI JADWALKAN NYA ! DAN COSTUMER SERVICE NYA LAMAA BANGETT NGAJUIN KOMPLEN RIBET HUUFFFR KECEWA SAYA BELANJA DI APLIKASI INI SANGAT KECEWA BURUK SEKALI!,1
mudah dan cepat,5
"Barang sesuai deskripsi, pengiriman cepat, dan packing rapi. Penjual responsif dan terpercaya. Sangat puas belanja di Blibli, terima kasih!",5
jossss,5
good,5
aplikasi ini sangat membantu untuk bertransaksi beli di tempat,5
ok,5
Sejauh ini blibli paling top untuk packing paket di banding yang lain. semoga terus bertahan blibli. <3,5
no rekomended,1
ok,5
ok,5
anj doang lah,1
olshop tipu2 jelas2 voucher cashback uda tepasang. waktu pembayaran . mendadak ga ada jadi ga dapat cashback . kapok mengecewakan,1
nice,5
mantap,5
bagooosss😍,4
"Payleter susah ya udah di deL saja dulu,,,😁👍",1
"sebenarnya apk paling mudah tidak begitu ribet ya apk shopoo,,cuma payleter nya dengan Blibli sama susahnya deL sajah,,,😁👍",2
Mantap 👍,5
🤝,5
kren,5
sukaaaa,5
proses refund yang lambat,2
good,5
mantap lah,5
the best !,5
sangat puas,5
Please Blibli stop bermitra sama JNE. Kurir ini dari awal pake ga pernah bener. Kali ini paket tiba tiba dicancel pengiriman sepihak. Tanpa chat wa atau lainnya. JNE Stress.,1
enak dan praktis,3
"ok,sangat membantu",5
paket saya dibatalkan tapi saldo tidak kembali juga,1
"The problem was before it was settled and finished. I love shopping on this app. It's comfortable, calm, and satisfying.",5
best e-commerce,5
sedap betull,5
good,5
mantap,5
Sangat membantu buat beli barang,5
tidak ada penyelesaian,1
mantab 👍👍,5
"di Kabupaten Mandailing Natal, Kecamatan Ulupungkut tidak bisa membuat alamat secara detail. aplikasi blibli tidak bisa di gunakan untuk order langsung pesanan. khusus kota besar di dukungannya.",1
"Keren, banyak pilihan",5
cukup baik,4
"transaksi mudah, tinggal tunggu barang datang",5
nyesel download ini mau belanja rokok di ketik gak keluar iklan mah ada giliran di download di ketik gak keluar ampun,1
mantap jiwa,5
sangat amanah,5
min apk Blibli saya tidak bisa di buka,5
bagus,5
baru tau ni applikasi ternyata keren banget,5
nice,5
Bayar Tagihan Telkomsel Pasca Disk dari Bli bli Point Rp 27rban.,5
ok,5
sangat baguss,5
mantap,5
kemudahan penggunaan,5
ok,4
apk bodoh,1
banyakin promo nya,5
mantap ini aplikasinya sangat membantu untuk belajar kebutuhan yg kita inginkan,5
membantu,5
Ongkir mahal banget ga kek e-commerce oren,1
mantap pokoknya terbaiknya 👍👍👍🤩,5
bahasa arab untuk membuat Tek,5
Aplikasi bagus smoga tidak mengecewakan.,5
bagus.,5
mantab,5
kak bisa ga paket dibayar ditempat,5
"Belanja di Blibli banyak promonya, jadi hemat dan bisa belanja lebih banyak.",5
bagusss,5
"kapok pake blibli. bayar dah lunas, pake opsi click and collect. eh pas di ambil barangnya kosong. dana balik, kata orang toko balik ke rekening, eh ternyata ke bliblipay. ditarik ke rekening, eh makan waktu. ga rekomen banget deh, kapok. yang mau coba pake blibli coba dipikir² lagi deh.",1
kapokkk belanja di sini paket gua ilang ga tau kemana mending cod inimah udah di bayar ya ampun mending block aja nih apk belanja paling buruk ini. udah chat blibli care nya malah gua di mute gua ngadu ke siapa lagi coba ga ada tanggung jawabnya,1
Kalau Shoope gangguan bisa pakai Blibli,5
kami beri rating 4 bintang,4
Hallo owner Blibli. Saldo dana saya tiba tiba kesedot otomatis senilai Rp27.500 Tolong kembalikan/reffund saldo dana saya. saya tidak puas dengan layanan tersebut. Semoga dilihat dan di balas ulasan ini oleh owner tersebut. Terimakasih 🙏,1
aplikasi yang sangat baik dan membantu,5
tolong jangan pake JNE lemot,1
cocok,5
mantap,5
ok juga blibli,5
mudah fan mntap pokoknya sangat membantu kebutuhan ibu rumah tangga,4
"bagus, semoga bertahan",5
mantap sekali,5
nice,5
lancar,5
tambah sukses buat blibli,5
pembayaran menggunakan QRIS tidak bisa di batal kan,2
kereen,5
mantaP betul,5
top markotop,5
kenapa saya tulis 1 bintang . 1.pembayaran qris via blibi web barang tak bisa di batalakan...harus seller yg batalin...padahal alamat salah makanya pgen d cancel....lewat aplikasi pun sistem gagal terus. 2.pengembalian dana yg cancel pesanan sangat lambat.... saya 19 di cancel..tanggal 22 pun belom di proses... 3.sistem terlalu kaku tidak fleksibel tidak seperti aplikasi orange yg cancel pesanan langsung clear hari itu juga...... 4.CS susah di hubungi.... pengen komplain aja antrian stgah jam.,1
mntap,5
"Mau bersaing? Ya harus gratis ongkir lah, kalaupun ada harus dibawah 10K . Ayolah Blibli Semangat",5
mantap👍👍,5
tolong dong bukain kembali paylater saya. masa paylater saya sudah lama di gunakan malah di tangguhkan 😡😡,4
ok,5
ok,5
"hapus layanan pengiriman wahana express!!!! paket saya sudah 4 hari tidak ada pergerakan, saya tanya cs tidak bisa membantu sama sekali, malah suru tanya pihak pengirim/marketplace. gajelas banget wahana expresss",1
download Blibli banyak untungnya,5
katanya ..barang semua dari blibli itu ASLI semua Alias Original...wow...benarkah...????,5
Blibli Mantaaap..,5
suka sekali,5
"updatenya maksa, kalo gak update gak bisa akses, jadi bikin orang males buka aplikasi ini, mending kalo aplikasi unggulan,. contoh dong spee&tkpd",1
Tersukses Semua Aplikasi,5
